AccountID,TransactionAmount,TransactionType,Location,MerchantID,Channel,TransactionDuration,LoginAttempts,AccountBalance,ip_prefix,time_diff_days,age_group,TransactionType_enc,Location_enc,MerchantID_enc,Channel_enc,ip_prefix_enc,age_group_enc,pca1,pca2,fraud_label
AC00359,492.93,Debit,Columbus,M059,Online,234.0,1.0,5109.97,114.223,325.56917824074077,36-50,1,8,58,2,49,2,-0.12897030811345278,-0.7118039179304475,0
AC00242,18.68,Credit,Albuquerque,M054,Branch,106.0,1.0,7948.37,93.218,621.6355439814815,51-65,0,0,53,1,577,3,1.345387789696841,-0.687010094810301,0
AC00285,71.48,Credit,Columbus,M039,Online,169.0,1.0,6568.59,120.170,514.5767361111111,18-25,0,8,38,2,70,0,-1.5927239677327392,-2.2370925827123065,0
AC00002,59.32,Debit,Los Angeles,M040,Branch,38.0,1.0,5750.89,116.44,614.6475231481481,65+,1,20,39,1,59,4,2.0468804440614976,0.49301082621597453,0
AC00014,85.77,Debit,Las Vegas,M065,Branch,93.0,1.0,9146.19,59.132,450.5671527777778,36-50,1,19,64,1,476,2,0.10973815652115777,0.5305767077956479,0
AC00095,52.2,Debit,Atlanta,M022,Online,120.0,1.0,8974.93,133.63,516.5505324074074,36-50,1,1,21,2,91,2,0.2693063106038892,-0.5736912578325957,0
AC00453,345.84,Debit,Fort Worth,M083,Online,142.0,3.0,1402.5,191.82,551.5703472222223,18-25,1,13,82,2,267,0,-2.14797514756145,-0.3370276186979521,0
AC00241,145.54,Debit,Raleigh,M028,Online,96.0,1.0,1930.96,119.186,612.6411226851852,18-25,1,33,27,2,63,0,-2.1442784885556576,-0.6842057999083787,0
AC00041,7.49,Credit,Houston,M043,Online,276.0,1.0,3634.67,81.248,380.59480324074076,51-65,0,15,42,2,541,3,1.1569980014750607,-2.017378296681117,0
AC00441,246.93,Debit,Miami,M029,ATM,158.0,5.0,673.35,55.154,566.6490393518518,18-25,1,24,28,0,465,0,-2.253322341273763,0.9228723132942208,0
AC00057,40.32,Debit,Milwaukee,M008,Branch,95.0,1.0,2686.52,21.28,585.6453819444445,36-50,1,25,7,1,326,2,-0.5629221286959278,0.24716201686812692,0
AC00390,127.45,Debit,Las Vegas,M092,Online,197.0,1.0,1772.06,152.234,649.6616898148148,36-50,1,19,91,2,151,2,-0.362096696098697,0.030446053226694945,0
AC00313,56.17,Debit,Detroit,M043,Branch,283.0,1.0,1351.69,33.28,410.63388888888886,26-35,1,11,42,1,396,1,-1.515931805918858,0.3131969374478936,0
AC00367,28.31,Credit,Miami,M091,Online,20.0,1.0,8334.47,35.67,475.59716435185186,51-65,0,24,90,2,403,3,1.44862068507439,-1.7383736544402872,0
AC00291,59.12,Debit,Baltimore,M053,ATM,257.0,1.0,9823.64,187.199,636.6545601851852,26-35,1,3,52,0,247,1,-0.6256484295334226,1.5273775280852193,0
AC00060,396.45,Debit,New York,M007,ATM,168.0,3.0,9690.15,133.67,405.65640046296295,36-50,1,27,6,0,92,2,0.6325148794914033,0.5418475626479066,0
AC00359,877.81,Debit,Los Angeles,M094,Online,150.0,1.0,399.0,134.140,601.6141898148148,18-25,1,20,93,2,93,0,-2.3248722591648874,-0.24716739101531746,0
AC00365,255.26,Credit,San Francisco,M002,Branch,50.0,1.0,14815.87,92.214,373.6444675925926,36-50,0,37,1,1,569,2,0.9651339304652508,-1.6945905294356531,0
AC00267,124.76,Debit,Seattle,M002,Branch,45.0,1.0,5764.72,59.145,384.6482291666667,36-50,1,39,1,1,477,2,0.14899771234444906,-0.08895265021846624,0
AC00404,78.13,Debit,Milwaukee,M028,Branch,145.0,1.0,900.61,33.28,348.6344212962963,26-35,1,25,27,1,396,1,-1.5855566740225653,0.011180773850636693,0
AC00202,649.28,Debit,San Jose,M074,ATM,137.0,1.0,4875.86,73.108,612.5956365740741,65+,1,38,73,0,515,4,1.8233129397188779,1.647957863644039,0
AC00478,795.31,Debit,Mesa,M048,ATM,90.0,2.0,7914.88,49.29,388.62751157407405,65+,1,23,47,0,449,4,1.9166669944979462,1.0806726634052517,0
AC00405,335.63,Debit,Oklahoma City,M040,Online,216.0,1.0,1019.39,49.20,649.6181944444445,51-65,1,28,39,2,448,3,0.2967830574842781,-0.17714690614649606,0
AC00421,328.47,Debit,San Antonio,M014,ATM,119.0,1.0,4323.66,6.234,461.5608912037037,51-65,1,35,13,0,480,3,0.946239387307459,1.003630479849339,0
AC00480,34.02,Debit,Philadelphia,M046,Online,19.0,1.0,14214.48,109.105,664.6655555555556,36-50,1,30,45,2,25,2,0.6694383660617015,-0.3981438360439263,0
AC00120,241.42,Credit,Charlotte,M044,Online,116.0,1.0,13357.02,60.89,563.549537037037,51-65,0,5,43,2,486,3,1.796621141610158,-1.7659618025220334,0
AC00117,55.32,Debit,Tucson,M009,ATM,117.0,1.0,241.79,173.135,571.6697453703704,18-25,1,40,8,0,218,0,-2.4385750299810147,0.8391665802866214,0
AC00011,304.31,Debit,Louisville,M005,Branch,33.0,1.0,868.61,77.208,466.6370949074074,26-35,1,21,4,1,521,1,-1.6225068793134192,0.08450655331603246,0
AC00401,435.27,Debit,Chicago,M051,Branch,90.0,1.0,4673.28,197.162,396.59841435185183,65+,1,6,50,1,285,4,2.0246974463451965,0.403129710204068,0
AC00282,164.49,Debit,Baltimore,M070,Branch,75.0,1.0,1509.27,113.115,326.6728587962963,26-35,1,3,69,1,43,1,-1.3422456025943506,0.1659665612922694,0
AC00439,510.24,Debit,Oklahoma City,M090,Online,105.0,1.0,781.7,186.135,391.65410879629627,18-25,1,28,89,2,244,0,-2.3433228612215653,-0.5342068224373125,0
AC00296,626.9,Debit,Denver,M023,Online,138.0,1.0,265.51,93.146,342.63989583333336,26-35,1,10,22,2,572,1,-1.7271880177752772,-0.7453262457597704,0
AC00471,22.01,Credit,Sacramento,M055,Online,175.0,1.0,1335.09,124.6,587.6397337962962,36-50,0,34,54,2,76,2,-0.3688698974515728,-2.066377785952212,0
AC00159,425.34,Credit,Kansas City,M040,Online,121.0,1.0,3907.54,139.23,629.6301851851852,65+,0,18,39,2,109,4,1.84731024055732,-1.942565851776386,0
AC00482,424.56,Debit,Omaha,M015,Online,264.0,1.0,5183.85,179.43,621.5993865740741,51-65,1,29,14,2,230,3,0.5969754546108447,-0.5073323722159194,0
AC00115,85.43,Debit,Virginia Beach,M078,Branch,145.0,1.0,14904.9,194.174,515.6397106481481,65+,1,41,77,1,277,4,2.6682788019759434,0.6110892644876161,0
AC00055,169.5,Debit,San Diego,M036,Branch,142.0,1.0,918.88,42.219,423.6371643518519,26-35,1,36,35,1,427,1,-1.580933417920943,0.12779964287715995,0
AC00419,104.63,Debit,Omaha,M095,ATM,90.0,1.0,4477.78,186.135,585.5996064814815,51-65,1,29,94,0,244,3,1.02606627028358,1.6493820580090333,0
AC00374,316.95,Debit,Mesa,M052,Branch,83.0,1.0,1324.03,81.102,457.5941550925926,18-25,1,23,51,1,538,0,-2.1501418356049933,0.3576731004862371,0
AC00271,60.54,Credit,Columbus,M095,Branch,52.0,1.0,3534.93,1.198,325.59537037037035,51-65,0,8,94,1,0,3,1.1082545327719855,-1.2422105635295513,0
AC00456,292.56,Credit,Dallas,M075,Branch,61.0,1.0,4638.37,198.73,611.6042592592593,65+,0,9,74,1,292,4,1.8870186846901098,-0.7637654528299268,0
AC00143,386.52,Debit,Indianapolis,M064,Branch,28.0,1.0,5630.61,186.54,513.6589583333333,36-50,1,16,63,1,245,2,0.17221507930257246,0.4861756299501897,0
AC00427,112.07,Debit,Kansas City,M064,Branch,51.0,1.0,930.3,198.166,398.6501736111111,18-25,1,18,63,1,289,0,-2.1172158749348706,0.2536464023635165,0
AC00438,568.52,Debit,Indianapolis,M094,ATM,152.0,1.0,5499.91,27.143,394.55680555555557,36-50,1,16,93,0,375,2,0.029712405044808154,1.4004039640388675,0
AC00002,263.99,Debit,Dallas,M087,Branch,227.0,2.0,4175.02,7.146,537.6691319444444,65+,1,9,86,1,509,4,2.051723810331398,0.9470007541258102,0
AC00425,349.64,Debit,Las Vegas,M097,Online,226.0,1.0,6651.62,9.230,362.63872685185186,36-50,1,19,96,2,564,2,0.17735686109952128,-0.16243846936535186,0
AC00325,601.4,Credit,Philadelphia,M001,Branch,104.0,1.0,8458.29,125.225,523.6004166666667,51-65,0,30,0,1,77,3,1.306055461730062,-1.6798985967978945,0
AC00434,5.77,Debit,Charlotte,M071,Online,124.0,1.0,13988.12,155.164,367.6735185185185,36-50,1,5,70,2,156,2,1.1814092605444715,-0.4350265040772704,0
AC00242,201.33,Credit,Nashville,M003,Branch,186.0,1.0,2585.07,145.246,585.6327546296296,36-50,0,26,2,1,126,2,-0.24601642910848848,-1.5238809994275289,0
AC00319,298.42,Debit,Indianapolis,M005,Branch,225.0,1.0,3014.75,92.214,558.6658333333334,51-65,1,16,4,1,569,3,0.5383237071713554,0.42359029859798,0
AC00460,521.06,Debit,Albuquerque,M063,Branch,128.0,1.0,1951.42,131.41,565.5634606481482,18-25,1,0,62,1,88,0,-1.9601481450225637,0.4722958776642772,0
AC00461,117.28,Credit,Austin,M057,Online,16.0,1.0,3665.77,46.150,633.6474305555555,51-65,0,2,56,2,439,3,1.0170353394597524,-1.5933699031137054,0
AC00395,189.12,Credit,Indianapolis,M040,Branch,103.0,1.0,977.01,125.89,356.6432175925926,26-35,0,16,39,1,78,1,-1.1139074634285056,-1.6620060338675258,0
AC00217,133.55,Debit,Atlanta,M091,ATM,220.0,1.0,3846.28,40.226,474.66548611111114,36-50,1,1,90,0,421,2,-0.16204795082938517,1.6633851992006934,0
AC00053,143.21,Debit,Dallas,M066,Online,135.0,1.0,6374.82,65.164,660.6313657407408,26-35,1,9,65,2,499,1,-0.809470882207249,0.06437915453181556,0
AC00282,24.77,Debit,Boston,M070,ATM,55.0,1.0,5866.01,9.230,488.57756944444446,51-65,1,4,69,0,564,3,1.1689437184776466,1.6461930481732405,0
AC00110,233.92,Credit,Jacksonville,M046,Online,280.0,1.0,6537.62,152.140,380.63491898148146,26-35,0,17,45,2,150,1,-0.8725432011463337,-2.3586617556892704,0
AC00265,1212.51,Debit,Indianapolis,M036,Branch,24.0,1.0,605.95,193.83,396.64608796296295,18-25,1,16,35,1,276,0,-2.390658782715787,-0.05643210989529039,0
AC00239,232.12,Debit,Omaha,M066,ATM,51.0,1.0,6689.87,156.173,311.6098842592593,36-50,1,29,65,0,160,2,-0.06315215330176426,0.9047678307528723,0
AC00007,162.63,Debit,Kansas City,M060,Online,113.0,1.0,634.17,60.153,510.5934027777778,18-25,1,18,59,2,482,0,-2.2930634379375627,-0.3250337473759783,0
AC00022,91.53,Debit,Milwaukee,M095,Branch,69.0,1.0,14676.05,94.37,601.6523611111111,36-50,1,25,94,1,580,2,0.7785193019952396,0.9924915117761861,0
AC00464,120.29,Debit,Miami,M045,Branch,77.0,1.0,1362.39,162.198,321.55582175925923,18-25,1,24,44,1,186,0,-2.1928633993940654,-0.07906430961076681,0
AC00014,174.25,Debit,Seattle,M032,Online,67.0,1.0,10528.34,130.92,475.55275462962965,36-50,1,39,31,2,87,2,0.7346733188883177,-0.7820988891775792,0
AC00406,183.71,Debit,Denver,M074,ATM,102.0,1.0,552.52,86.103,503.5747800925926,36-50,1,10,73,0,554,2,-0.7519478222230181,1.5728744351957584,0
AC00445,345.39,Credit,Phoenix,M081,Online,80.0,1.0,6451.96,131.41,377.62105324074076,51-65,0,31,80,2,88,3,1.2816070593859565,-2.183780990999645,0
AC00236,922.55,Debit,Detroit,M004,ATM,87.0,1.0,4715.84,21.97,650.6516087962963,51-65,1,11,3,0,327,3,0.9641613882364545,1.2098956533369003,0
AC00220,259.91,Debit,Denver,M028,Online,170.0,1.0,7176.86,36.13,363.64962962962966,36-50,1,10,27,2,405,2,0.34910579365035044,-0.6468457004322662,0
AC00140,154.71,Debit,San Diego,M030,Online,157.0,1.0,1523.72,167.104,489.6453472222222,26-35,1,36,29,2,200,1,-1.2520935917831815,-0.743266057990787,0
AC00098,1340.19,Credit,Austin,M012,Online,30.0,1.0,8654.28,165.114,401.61438657407405,51-65,0,2,11,2,193,3,1.2521767360800926,-2.5049917838805458,0
AC00303,24.56,Debit,Mesa,M033,Branch,69.0,1.0,9869.93,16.131,380.6142361111111,51-65,1,23,32,1,171,3,1.7263027678918537,0.10829461574255914,0
AC00373,568.07,Debit,Washington,M054,ATM,115.0,1.0,10556.81,8.243,433.6275347222222,36-50,1,42,53,0,530,2,0.46506249177639886,1.138663989098847,0
AC00438,9.61,Credit,San Diego,M043,Online,179.0,1.0,12883.91,132.127,500.5636689814815,51-65,0,36,42,2,89,3,1.8640471232519402,-2.2101129464237044,0
AC00437,392.96,Debit,Kansas City,M022,Online,100.0,1.0,791.65,186.54,349.65311342592594,18-25,1,18,21,2,245,0,-2.117464676862548,-0.9679251099743188,0
AC00106,716.93,Credit,Milwaukee,M052,Online,34.0,1.0,4064.02,101.223,416.6379513888889,51-65,0,25,51,2,12,3,1.109126888468946,-2.3684454539064506,0
AC00310,223.85,Debit,Kansas City,M009,ATM,55.0,4.0,2929.91,133.223,398.64711805555555,51-65,1,18,8,0,90,3,0.7048839944529753,0.5498171166260198,0
AC00149,230.66,Debit,Houston,M049,Branch,135.0,1.0,618.05,60.43,587.5796296296296,18-25,1,15,48,1,485,0,-2.3679274168831763,0.5635305681199965,0
AC00373,442.12,Debit,Los Angeles,M047,Online,260.0,1.0,1375.8,168.36,318.6467361111111,18-25,1,20,46,2,205,0,-2.267669034096414,-0.8661052233723135,0
AC00425,644.17,Debit,San Antonio,M093,ATM,72.0,1.0,1143.52,165.38,612.6686921296297,26-35,1,35,92,0,196,1,-1.5454039697610937,1.4426057692531262,0
AC00010,508.68,Credit,Mesa,M048,Branch,127.0,1.0,7708.41,193.108,496.6615972222222,51-65,0,23,47,1,271,3,1.0327367672723353,-1.2682633537716088,0
AC00348,858.63,Credit,San Francisco,M002,Branch,185.0,1.0,1872.96,175.230,565.6134722222222,26-35,0,37,1,1,224,1,-1.485767238291569,-1.6935958988414777,0
AC00011,25.36,Debit,Louisville,M007,ATM,78.0,1.0,201.04,62.152,475.62686342592593,51-65,1,21,6,0,488,3,0.40806007190965704,1.0681143405347968,0
AC00453,147.62,Debit,Charlotte,M028,Branch,133.0,1.0,2115.8,149.84,429.61203703703706,65+,1,5,27,1,144,4,1.7283555637334258,0.26407222041428197,0
AC00178,115.02,Debit,San Antonio,M004,Branch,175.0,1.0,7643.66,134.222,419.6594212962963,36-50,1,35,3,1,94,2,-0.019995320851243288,-0.19657583479997442,0
AC00265,383.37,Debit,Fort Worth,M066,Branch,24.0,1.0,8901.93,18.72,649.616099537037,26-35,1,13,65,1,231,1,-0.682271860470841,0.66017561312962,0
AC00018,98.54,Credit,El Paso,M095,Online,167.0,1.0,9383.43,34.125,450.6606018518519,18-25,0,12,94,2,397,0,-1.3336750864201312,-1.8134102409762978,0
AC00075,83.24,Credit,Fort Worth,M009,Branch,164.0,1.0,1181.31,21.28,384.56644675925924,51-65,0,13,8,1,326,3,0.6327009822078059,-1.5588744012781752,0
AC00464,196.16,Debit,Virginia Beach,M099,Branch,146.0,1.0,9418.86,204.34,618.6521875,26-35,1,41,98,1,314,1,-0.8291297270360339,0.7576143321093805,0
AC00170,129.94,Debit,Las Vegas,M045,ATM,235.0,1.0,7954.92,111.226,671.6462152777777,26-35,1,19,44,0,36,1,-0.6881000054197296,1.321185244920813,0
AC00235,306.9,Debit,Colorado Springs,M047,Online,51.0,1.0,9418.08,96.115,339.65260416666666,36-50,1,7,46,2,582,2,0.441618912225205,-0.48080753199562376,0
AC00013,114.98,Debit,Seattle,M032,Online,80.0,1.0,6144.68,115.218,368.63707175925924,51-65,1,39,31,2,51,3,1.17443769874626,-0.9187086925231244,0
AC00397,756.59,Debit,Sacramento,M012,Branch,17.0,1.0,420.65,174.61,608.6421064814815,26-35,1,34,11,1,221,1,-1.7033855222177094,0.06662875180339034,0
AC00423,503.76,Debit,Los Angeles,M083,Online,35.0,1.0,447.82,216.151,342.5670486111111,18-25,1,20,82,2,343,0,-2.244752826531703,-0.5666728339505739,0
AC00154,143.03,Debit,San Antonio,M055,ATM,147.0,1.0,7981.45,197.162,461.64787037037036,51-65,1,35,54,0,285,3,1.3831120899202762,1.1991361820775852,0
AC00068,1045.22,Debit,Columbus,M077,ATM,73.0,1.0,1829.9,77.7,347.6624537037037,51-65,1,8,76,0,523,3,0.3600539505418482,1.3072440597503574,0
AC00318,245.54,Debit,New York,M089,ATM,180.0,1.0,985.06,44.197,593.6534143518519,18-25,1,27,88,0,431,0,-2.212697819180746,1.5859969478321438,0
AC00396,254.37,Credit,Dallas,M012,Online,174.0,1.0,8849.26,143.212,563.5695138888889,51-65,0,9,11,2,121,3,1.224550866336264,-2.196672720045664,0
AC00121,213.76,Credit,Dallas,M009,ATM,282.0,1.0,3528.72,51.250,613.5953935185186,65+,0,9,8,0,456,4,2.03513071988446,-0.20766687213114218,0
AC00336,327.86,Debit,Fresno,M051,Online,104.0,1.0,480.16,188.124,632.6345138888889,36-50,1,14,50,2,250,2,-0.656067409306216,-0.23348222626632584,0
AC00468,2.5,Debit,San Diego,M042,Online,107.0,1.0,12145.27,44.73,471.6435416666667,36-50,1,36,41,2,433,2,0.6978599211504449,-0.501747862750214,0
AC00282,300.08,Credit,Austin,M040,Online,47.0,1.0,13546.75,85.240,391.6316550925926,65+,0,2,39,2,553,4,2.748631498107501,-1.9770150442520786,0
AC00498,56.98,Credit,Oklahoma City,M086,ATM,122.0,2.0,5688.37,101.90,307.64828703703705,36-50,0,28,85,0,13,2,0.2625010308200976,-0.7004488628119714,0
AC00085,407.65,Debit,Boston,M041,Online,62.0,1.0,8346.64,98.255,485.6631018518519,26-35,1,4,40,2,587,1,-0.9313277893213191,-0.3506125409207237,0
AC00092,115.83,Debit,Fresno,M086,Branch,167.0,1.0,6481.04,124.6,531.6251157407407,36-50,1,14,85,1,76,2,-0.01665545477940493,0.6193639217004712,0
AC00295,53.57,Debit,Houston,M025,ATM,121.0,1.0,1651.33,45.64,445.660775462963,65+,1,15,24,0,438,4,1.4999821250931622,1.2017637647843638,0
AC00358,63.34,Credit,Detroit,M028,Online,165.0,1.0,11174.94,69.82,352.67234953703706,36-50,0,11,27,2,507,2,0.7497864444334763,-2.234842174985098,0
AC00311,317.87,Debit,Detroit,M076,Online,91.0,1.0,145.5,79.227,531.6124652777778,26-35,1,11,75,2,527,1,-1.6865105067553816,-0.11289639254598868,0
AC00066,331.65,Debit,Portland,M006,Online,61.0,1.0,4172.57,26.240,436.61450231481484,36-50,1,32,5,2,374,2,-0.28791881996620067,-0.8647356201373922,0
AC00340,5.04,Debit,Washington,M001,ATM,41.0,1.0,5558.36,63.67,342.64738425925924,51-65,1,42,0,0,492,3,0.8824315496742575,0.7110565319060799,0
AC00284,214.54,Credit,Detroit,M026,Online,247.0,1.0,11151.53,195.226,457.60083333333336,65+,0,11,25,2,281,4,2.5925016427805825,-2.111246570188074,0
AC00208,598.81,Debit,Philadelphia,M081,Branch,158.0,1.0,1415.52,92.214,426.64002314814815,51-65,1,30,80,1,569,3,0.4148257493137359,0.5987150487788451,0
AC00176,841.28,Debit,Tucson,M083,Online,80.0,1.0,1103.64,101.223,452.60800925925923,26-35,1,40,82,2,12,1,-1.5876684958977731,-0.6766519579028837,0
AC00053,38.15,Debit,Mesa,M005,Online,108.0,1.0,303.68,77.21,423.6666898148148,26-35,1,23,4,2,522,1,-1.6847588921701875,-0.7811736682958416,0
AC00320,1036.66,Debit,San Antonio,M062,Branch,144.0,1.0,5541.57,53.218,481.6454976851852,51-65,1,35,61,1,462,3,0.7947271332613457,0.43189205336690134,0
AC00382,124.72,Debit,Oklahoma City,M004,Branch,105.0,1.0,6309.8,147.234,489.6203472222222,26-35,1,28,3,1,136,1,-0.7802188018496748,-0.07747920350382878,0
AC00384,302.45,Credit,San Antonio,M059,Branch,40.0,1.0,5133.61,203.99,405.6238310185185,65+,0,35,58,1,312,4,2.2893494131484458,-1.3012526583067345,0
AC00203,208.04,Debit,Louisville,M055,Online,273.0,1.0,9344.98,65.27,349.6241087962963,36-50,1,21,54,2,500,2,0.4183455438705802,-0.477327119199952,0
AC00498,5.77,Credit,Los Angeles,M098,Branch,254.0,1.0,1117.97,85.240,352.6137268518519,18-25,0,20,97,1,553,0,-2.0715156894905045,-1.0521109260850134,0
AC00349,381.33,Debit,Albuquerque,M034,ATM,75.0,1.0,11835.35,62.251,440.6412847222222,51-65,1,0,33,0,489,3,1.5144382070295435,1.2806440844369746,0
AC00177,16.16,Debit,Milwaukee,M065,ATM,124.0,1.0,14401.17,161.177,384.633599537037,36-50,1,25,64,0,181,2,1.145860589198949,1.1136761878029067,0
AC00284,486.08,Debit,Oklahoma City,M060,Online,68.0,1.0,1748.69,138.87,502.6147337962963,18-25,1,28,59,2,108,0,-2.271440182268403,-0.6386493118775275,0
AC00272,336.39,Debit,San Antonio,M003,Branch,18.0,1.0,1000.46,203.99,657.6363310185185,18-25,1,35,2,1,312,0,-2.344139900579728,0.1340153056129162,0
AC00405,997.43,Debit,Seattle,M067,Online,118.0,1.0,6810.05,100.4,347.66743055555554,65+,1,39,66,2,10,4,1.989377358826064,-0.783816109166798,0
AC00385,234.57,Debit,Chicago,M045,Online,120.0,1.0,263.98,45.182,429.6664236111111,18-25,1,6,44,2,435,0,-2.236398937534475,-0.5105841633317211,0
AC00403,6.0,Debit,Chicago,M090,Online,246.0,1.0,5442.76,18.72,377.5635185185185,26-35,1,6,89,2,231,1,-0.9109791423355299,-0.3098713469307748,0
AC00114,1049.92,Debit,Detroit,M052,ATM,21.0,1.0,2037.85,121.67,377.63890046296297,65+,1,11,51,0,72,4,1.980334942864508,1.0011031136321447,0
AC00163,227.14,Debit,Charlotte,M057,ATM,294.0,1.0,341.94,197.162,489.60377314814815,18-25,1,5,56,0,285,0,-2.4280420195502357,1.2712278899677874,0
AC00108,233.74,Credit,Oklahoma City,M030,Online,17.0,1.0,1066.59,96.115,376.6460300925926,65+,0,28,29,2,582,4,1.4173366579249984,-2.2098432992251507,0
AC00397,113.02,Credit,Jacksonville,M019,Branch,166.0,1.0,6077.96,33.212,405.6340162037037,65+,0,17,18,1,395,4,2.0599243557574978,-1.3925410828877958,0
AC00434,45.85,Debit,Los Angeles,M085,ATM,92.0,1.0,1659.15,163.129,626.5904398148148,18-25,1,20,84,0,189,0,-2.2011008250812005,1.5159487290603335,0
AC00385,973.39,Debit,Sacramento,M026,Branch,296.0,1.0,2042.22,202.194,431.61694444444447,65+,1,34,25,1,306,4,1.6676461398811786,0.13640442252128668,0
AC00161,514.95,Debit,New York,M056,Online,142.0,5.0,421.93,23.92,570.5640393518519,36-50,1,27,55,2,367,2,-0.6461355023362017,-0.5697456035351599,0
AC00333,415.5,Debit,Memphis,M077,ATM,141.0,1.0,10113.66,140.212,464.6534722222222,65+,1,22,76,0,112,4,2.2387366748445126,1.331100518486865,0
AC00279,265.76,Debit,Philadelphia,M049,Online,92.0,1.0,4446.17,3.157,636.5995717592592,51-65,1,30,48,2,383,3,0.649451419774318,-0.19837589053685176,0
AC00072,69.4,Debit,Virginia Beach,M073,Online,113.0,1.0,6452.77,216.151,468.5835763888889,65+,1,41,72,2,343,4,2.3361833880810288,-0.27753932326466885,0
AC00242,332.93,Credit,Albuquerque,M039,Branch,293.0,1.0,2788.2,113.115,349.6516898148148,26-35,0,0,38,1,43,1,-0.8408220868987752,-1.5797066572792073,0
AC00303,267.9,Debit,San Antonio,M078,Online,160.0,1.0,596.16,216.32,391.63596064814817,18-25,1,35,77,2,345,0,-2.3573902922912633,-0.5601517209609806,0
AC00442,496.03,Debit,San Francisco,M009,Branch,265.0,1.0,12904.66,210.160,366.64153935185186,51-65,1,37,8,1,329,3,1.7154497956452663,-0.07783521532848471,0
AC00087,376.26,Debit,Tucson,M081,ATM,245.0,1.0,9062.4,82.88,627.6449884259259,36-50,1,40,80,0,546,2,-0.1395077444136652,1.6546061554928055,0
AC00174,83.02,Credit,Seattle,M058,Online,171.0,1.0,9009.56,34.92,426.59108796296294,36-50,0,39,57,2,400,2,0.1166219819712795,-2.1579988231492635,0
AC00421,93.26,Credit,New York,M092,Online,72.0,1.0,1152.2,182.225,465.6591666666667,18-25,0,27,91,2,235,0,-2.09610676889394,-2.005251631066068,0
AC00111,803.37,Credit,Memphis,M030,Branch,129.0,1.0,12168.37,191.91,566.6667361111112,65+,0,22,29,1,268,4,2.5080754738921516,-1.2438747617406567,0
